Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%
147,Logan Couture\coutulo01,28,SJS,C,40,569,523,52.1,-0.9,404,351,53.5,0.6,9.3,87.9,97.2,51.8,48.2,18:06,13:03,33,34,-0.9,205,50.2
148,Sean Couturier\coutuse01,25,PHI,C,45,744,634,54.0,7.2,547,488,52.9,5.7,12.9,90.4,103.3,43.6,56.4,21:18,15:57,27,17,4.4,224,61.2
149,Charlie Coyle\coylech01,25,MIN,C,30,350,455,43.5,-3.4,274,329,45.4,-1.8,9.8,91.8,101.6,45.9,54.1,17:12,14:11,15,13,1.8,88,53.4
150,Adam Cracknell\crackad01,32,TOT,RW,5,27,31,46.6,-7.4,18,24,42.9,-10.8,0.0,94.7,94.7,38.9,61.1,7:43,6:46,3,2,-0.8,8,75.0
151,Andrew Crescenzi\crescan01,25,LAK,C,2,5,17,22.7,-34.4,4,13,23.5,-35.2,0.0,100.0,100.0,50.0,50.0,7:52,6:37,1,0,-0.8,1,0.0
152,Kyle Criscuolo\criscky01,25,BUF,C,8,53,58,47.7,-3.8,43,41,51.2,2.3,0.0,87.5,87.5,35.0,65.0,8:27,8:01,3,2,1.1,8,62.5
153,Sidney Crosby\crosbsi01,30,PIT,C,48,903,732,55.2,4.7,710,535,57.0,6.1,6.0,89.3,95.3,58.2,41.8,20:49,16:23,27,52,11.3,229,59.0
154,Lawson Crouse\crousla01,20,ARI,LW,11,107,115,48.2,-0.6,75,83,47.5,0.5,3.6,85.5,89.1,42.9,57.1,10:56,10:14,2,3,-0.4,24,54.2
155,Matt Cullen\cullema01,41,MIN,C,45,300,492,37.9,-10.2,221,361,38.0,-11.2,8.4,91.2,99.7,49.3,50.7,11:24,10:01,6,9,-8.3,83,63.9
156,Austin Czarnik\czarnau01,25,BOS,C,6,54,47,53.5,-1.9,45,37,54.9,3.7,3.6,83.3,86.9,66.7,33.3,10:58,9:41,2,2,0.7,6,66.7
157,Evgeni Dadonov\dadonev01,28,FLA,RW,36,572,488,54.0,6.7,444,359,55.3,7.7,9.3,88.0,97.4,47.7,52.3,18:57,15:36,21,18,7.8,165,53.3
158,Klas Dahlbeck\dahlbkl01,26,CAR,D,15,204,205,49.9,-4.1,148,149,49.8,-5.0,8.2,91.2,99.4,63.6,36.4,14:49,13:37,6,4,1.4,41,43.9
159,Michael Dal Colle\dalcomi01,21,NYI,LW,4,36,50,41.9,-1.6,26,41,38.8,-2.6,5.0,96.7,101.7,42.3,57.7,13:21,12:11,1,0,0.4,2,50.0
160,Trevor Daley\daleytr01,34,DET,D,42,645,705,47.8,-0.6,509,526,49.2,0.3,8.9,88.8,97.7,41.6,58.4,20:36,17:18,6,30,-4.4,107,50.5
161,Zac Dalpe\dalpeza01,28,CBJ,C,10,74,62,54.4,-1.3,61,44,58.1,2.5,2.2,89.7,91.9,61.1,38.9,7:42,7:25,2,2,0.8,23,73.9
162,Phillip Danault\danauph01,24,MTL,LW,43,650,550,54.2,4.3,464,395,54.0,4.8,7.3,89.0,96.3,50.3,49.7,16:45,13:43,35,16,4.4,126,66.7
163,Marko Dano\danoma01,23,WPG,C,13,73,76,49.0,0.4,57,64,47.1,-1.9,7.0,88.0,95.0,36.6,63.4,6:55,6:38,0,1,-2.1,17,64.7
164,Brandon Davidson\davidbr01,26,TOT,D,24,359,311,53.6,1.9,269,211,56.0,3.6,6.3,90.1,96.4,46.8,53.2,15:53,13:46,7,25,3.9,46,52.2
165,Calvin de Haan\dehaaca01,26,NYI,D,33,487,505,49.1,-1.3,360,375,49.0,-0.9,13.0,91.7,104.7,45.2,54.8,18:45,16:18,14,24,-0.8,91,48.4
166,Jacob de La Rose\delarja01,22,MTL,LW,27,201,240,45.6,-6.1,141,168,45.6,-6.2,5.6,93.0,98.6,54.9,45.1,9:55,8:50,10,10,-1.9,45,48.9
167,Jean-Sebastien Dea\deaje01,23,PIT,C,1,2,4,33.3,-11.2,0,4,0.0,-48.5,,100.0,,,,3:29,3:29,0,0,0.0,0,
168,Anthony DeAngelo\deangan01,22,NYR,D,8,82,66,55.4,8.3,69,54,56.1,8.5,3.7,86.4,90.1,83.0,17.0,12:38,9:43,0,10,-0.3,25,56.0
169,Alex DeBrincat\debrial01,20,CHI,RW,45,622,480,56.4,3.8,433,363,54.4,3.6,9.9,91.5,101.3,60.1,39.9,14:36,12:15,21,19,0.7,189,45.5
170,Jake Debrusk\debruja01,21,BOS,LW,40,498,467,51.6,-0.5,372,355,51.2,-0.7,10.7,92.2,103.0,68.1,31.9,14:14,12:16,16,8,2.6,138,63.8
171,Danny DeKeyser\dekeyda01,27,DET,D,27,398,459,46.4,-1.4,292,338,46.3,-2.4,6.4,92.7,99.1,45.4,54.6,19:31,17:16,3,12,-4.8,58,46.6
172,Michael Del Zotto\delzomi01,27,VAN,D,45,668,819,44.9,-4.7,505,629,44.5,-4.6,7.7,90.4,98.1,51.5,48.5,21:14,17:36,12,35,-9.9,136,54.4
173,Dylan DeMelo\demeldy01,24,SJS,D,25,309,293,51.3,0.0,228,205,52.7,2.3,7.7,94.4,102.1,57.3,42.7,13:12,12:09,8,11,2.2,56,51.8
174,Jason Demers\demerja01,29,ARI,D,47,844,815,50.9,5.0,608,627,49.2,4.1,8.2,88.7,96.9,46.2,53.8,22:06,18:31,14,34,0.9,173,39.9
175,Travis Dermott\dermotr01,21,TOR,D,4,52,52,50.0,-0.2,41,43,48.8,3.9,3.0,97.0,100.0,61.3,38.7,13:03,12:55,0,4,0.1,7,71.4
176,David Desharnais\deshada01,31,NYR,C,43,419,525,44.4,-3.0,309,408,43.1,-5.4,9.8,90.9,100.8,59.1,40.9,13:45,12:01,18,18,-4.2,70,52.9
177,Nicolas Deslauriers\deslani01,26,MTL,LW,26,221,254,46.5,-3.7,148,172,46.3,-3.4,10.7,98.4,109.1,47.4,52.6,11:03,10:08,9,3,0.0,56,57.1
178,Phillip Di Giuseppe\digiuph01,24,CAR,LW,17,144,127,53.1,-0.8,100,93,51.8,-3.4,5.9,93.5,99.4,42.7,57.3,9:19,9:02,5,3,-0.5,36,44.4
179,Jason Dickinson\dickija01,22,DAL,C,7,47,56,45.6,-8.9,32,43,42.7,-9.5,0.0,94.3,94.3,52.9,47.1,9:48,9:47,2,3,-1.3,6,66.7
180,Chris Didomenico\didomch01,28,OTT,LW,13,103,93,52.6,2.3,76,63,54.7,3.9,14.3,88.6,102.9,58.2,41.8,10:32,9:07,3,6,0.4,18,61.1
181,Brenden Dillon\dillobr01,27,SJS,D,43,752,625,54.6,3.1,540,463,53.8,1.7,6.9,89.6,96.5,60.0,40.0,18:09,16:02,7,17,-1.3,123,43.9
182,Christian Djoos\djoosch01,23,WSH,D,38,521,462,53.0,6.3,391,366,51.7,6.7,10.9,93.2,104.1,63.4,36.6,14:02,13:33,11,16,1.2,65,56.9
183,Max Domi\domima01,22,ARI,LW,47,697,763,47.7,0.2,522,601,46.5,-0.1,8.6,89.3,97.9,55.5,44.5,17:40,14:40,22,43,-4.5,199,50.8
184,Joonas Donskoi\donskjo01,25,SJS,RW,38,509,390,56.6,5.8,367,282,56.5,5.3,7.7,91.7,99.5,57.3,42.7,14:07,12:17,27,25,4.0,113,62.8
185,Derek Dorsett\dorsede01,31,VAN,RW,20,173,230,42.9,-8.0,135,174,43.7,-5.6,8.2,91.1,99.2,29.4,70.6,15:17,12:30,4,2,-3.5,39,66.7
186,Jake Dotchin\dotchja01,23,TBL,D,34,556,493,53.0,0.6,414,368,52.9,-0.1,10.7,92.9,103.5,50.7,49.3,16:36,15:59,2,21,3.1,83,43.4
187,Drew Doughty\doughdr01,28,LAK,D,46,1014,873,53.7,6.4,760,692,52.3,5.2,9.9,92.1,102.0,51.5,48.5,27:15,21:14,8,47,3.0,239,51.0
188,Nic Dowd\dowdni01,27,TOT,C,31,243,288,45.8,-2.9,177,214,45.3,-3.4,3.1,93.2,96.2,34.0,66.0,10:59,10:06,12,8,-3.0,40,57.5
189,Leon Draisaitl\draisle01,22,EDM,C,42,721,582,55.3,4.6,549,433,55.9,4.5,9.8,89.5,99.4,57.5,42.5,18:42,15:04,36,34,6.6,165,62.4
190,Jonathan Drouin\drouijo01,22,MTL,LW,41,603,625,49.1,-3.1,431,474,47.6,-4.8,5.0,90.2,95.2,60.5,39.5,17:37,14:02,29,30,-5.0,161,60.2
191,Brandon Dubinsky\dubinbr01,31,CBJ,C,31,438,476,47.9,-6.9,342,336,50.4,-4.8,8.2,93.2,101.4,34.6,65.4,17:06,14:44,13,7,-0.3,84,60.7
192,Pierre-Luc Dubois\duboipi01,19,CBJ,LW,47,747,545,57.8,9.3,572,397,59.0,9.2,6.5,91.6,98.1,66.4,33.6,15:53,14:01,16,13,7.1,141,62.4
193,Matt Duchene\duchema01,27,TOT,C,43,607,625,49.3,1.9,441,476,48.1,0.7,9.9,89.3,99.2,49.6,50.4,17:22,14:26,28,23,-2.3,151,60.3
194,Anthony Duclair\duclaan01,22,TOT,LW,35,401,396,50.3,3.2,286,307,48.2,1.6,7.6,90.8,98.4,53.0,47.0,13:27,11:21,13,7,-3.5,120,59.2
195,Mathew Dumba\dumbama01,23,MIN,D,46,713,835,46.1,-0.2,546,626,46.6,-1.0,10.9,90.7,101.6,44.7,55.3,22:47,18:31,12,26,-1.1,188,46.3
196,Gabriel Dumont\dumonga01,27,TOT,C,24,161,195,45.2,-2.7,120,144,45.5,-2.0,5.1,95.1,100.3,53.5,46.5,9:09,8:13,5,3,-1.3,48,66.7
197,Brian Dumoulin\dumoubr01,26,PIT,D,46,811,731,52.6,0.7,616,535,53.5,0.6,5.5,90.3,95.7,51.9,48.1,20:30,17:14,17,25,0.8,127,46.5
198,Vince Dunn\dunnvi02,21,STL,D,41,620,535,53.7,3.6,452,398,53.2,0.5,7.2,92.6,99.8,62.0,38.0,16:36,14:54,18,20,5.8,156,51.9
199,Christian Dvorak\dvorach01,21,ARI,C,47,598,688,46.5,-1.5,424,544,43.8,-3.7,8.0,88.9,96.9,43.4,56.6,16:47,13:33,15,22,-8.0,131,58.0
200,Ryan Dzingel\dzingry01,25,OTT,LW,43,599,568,51.3,4.7,431,417,50.8,3.0,8.0,90.4,98.4,56.3,43.7,16:03,13:35,17,16,-0.8,130,56.2
201,Cody Eakin\eakinco01,26,VEG,C,44,519,582,47.1,-5.8,394,417,48.6,-4.7,7.5,91.0,98.4,48.8,51.2,15:08,12:36,33,20,-0.2,107,49.5
202,Patrick Eaves\eavespa01,33,ANA,RW,2,16,36,30.8,-9.7,13,20,39.4,-1.7,12.5,92.3,104.8,46.7,53.3,16:28,13:05,0,0,-0.3,8,37.5
203,Jordan Eberle\eberljo01,27,NYI,RW,47,718,578,55.4,9.5,529,425,55.5,10.8,10.9,88.1,99.0,52.1,47.9,15:55,13:41,20,21,6.9,168,58.3
204,Alexander Edler\edleral01,31,VAN,D,33,548,602,47.7,1.2,410,431,48.8,3.6,8.9,91.1,100.0,47.6,52.4,23:11,18:03,13,29,-3.4,154,50.0
205,Joel Edmundson\edmunjo01,24,STL,D,48,866,829,51.1,-0.3,670,599,52.8,-0.3,9.1,90.5,99.6,48.4,51.6,20:39,17:55,8,21,-0.6,185,45.9
206,Nikolaj Ehlers\ehlerni01,21,WPG,LW,46,682,619,52.4,2.8,520,456,53.3,3.4,8.4,91.4,99.8,52.3,47.7,16:12,13:58,20,29,0.3,227,58.1
207,Jack Eichel\eicheja01,21,BUF,C,45,698,722,49.2,2.2,552,564,49.5,2.9,9.9,87.7,97.6,61.2,38.8,20:24,15:57,25,39,-0.5,278,56.1
208,Aaron Ekblad\ekblaaa01,21,FLA,D,44,841,874,49.0,-0.6,649,689,48.5,-2.6,8.5,91.1,99.6,45.0,55.0,23:51,19:03,28,49,-7.8,248,46.0
209,Mattias Ekholm\ekholma01,27,NSH,D,44,840,779,51.9,3.7,608,586,50.9,2.2,8.9,91.7,100.6,46.0,54.0,24:33,18:45,24,33,-3.1,154,46.1
210,Oliver Ekman-Larsson\ekmanol01,26,ARI,D,47,890,876,50.4,4.5,647,670,49.1,4.1,6.6,86.0,92.5,48.6,51.4,24:32,19:22,15,34,-4.0,260,44.6
211,Remi Elie\eliere01,22,DAL,LW,39,383,346,52.5,-0.2,274,242,53.1,0.5,7.7,91.8,99.5,46.4,53.6,10:28,10:20,12,13,-1.0,74,54.1
212,Lars Eller\ellerla01,28,WSH,C,46,554,538,50.7,3.5,383,414,48.1,1.8,10.8,92.0,102.8,47.9,52.1,15:24,12:14,21,29,-4.4,181,48.1
213,Ryan Ellis\ellisry01,27,NSH,D,6,110,106,50.9,1.1,79,78,50.3,0.9,9.3,96.7,105.9,61.6,38.4,20:04,17:26,3,2,0.4,25,48.0
214,Alexei Emelin\emelial01,31,NSH,D,43,594,676,46.8,-4.1,464,508,47.7,-2.8,8.4,95.2,103.6,42.2,57.8,18:33,16:08,13,23,-1.5,74,52.7
215,Deryk Engelland\engelde01,35,VEG,D,44,706,717,49.6,-3.0,537,508,51.4,-1.4,9.4,92.8,102.2,46.9,53.1,19:35,16:26,14,28,0.6,118,52.5
216,Tyler Ennis\ennisty01,28,MIN,LW,45,405,486,45.5,-1.1,311,363,46.1,-1.5,6.2,92.7,98.9,50.7,49.3,11:59,11:08,19,6,-0.6,133,60.9
217,Toby Enstrom\enstrto01,33,WPG,D,23,316,326,49.2,3.6,238,235,50.3,4.9,7.3,92.0,99.3,47.1,52.9,16:33,15:41,1,18,0.2,34,35.3
218,Jonathan Ericsson\ericsjo01,33,DET,D,44,626,660,48.7,0.8,512,499,50.6,2.5,8.4,91.6,100.0,36.9,63.1,19:18,16:29,6,39,-3.1,81,58.0
219,Loui Eriksson\erikslo01,32,VAN,LW,33,380,386,49.6,2.8,278,301,48.0,1.0,7.6,91.7,99.3,57.2,42.8,16:28,12:25,15,7,-0.8,91,68.1
220,Joel Eriksson Ek\eriksjo02,21,MIN,LW,39,384,463,45.3,-1.7,294,325,47.5,-0.1,5.3,94.6,99.9,48.7,51.3,13:05,11:53,10,5,0.2,94,67.0
221,Radek Faksa\faksara01,24,DAL,C,46,530,479,52.5,0.4,389,344,53.1,1.4,10.8,93.2,104.0,32.7,67.3,14:20,12:22,20,8,5.3,113,67.3
222,Justin Falk\falkju01,29,BUF,D,22,230,315,42.2,-4.7,166,236,41.3,-6.4,8.0,89.7,97.7,42.0,58.0,16:27,14:47,2,9,-3.9,30,56.7
223,Oscar Fantenberg\fanteos01,26,LAK,D,26,252,294,46.2,-4.8,189,223,45.9,-4.4,10.9,92.7,103.6,52.9,47.1,14:07,11:51,2,7,-0.9,73,45.2
224,Hudson Fasching\faschhu01,22,BUF,RW,5,29,40,42.0,-2.7,23,27,46.0,-0.4,0.0,95.2,95.2,50.0,50.0,9:42,7:27,0,0,-1.4,6,16.7
225,Jesper Fast\fastje01,26,NYR,RW,38,396,487,44.8,-2.1,304,357,46.0,-1.4,12.0,92.2,104.1,40.8,59.2,14:28,12:39,12,15,-4.1,73,56.2
226,Justin Faulk\faulkju01,25,CAR,D,45,904,782,53.6,-0.3,653,597,52.2,-1.5,7.4,89.3,96.6,58.4,41.6,22:27,18:45,32,46,-1.0,275,46.5
227,Taylor Fedun\fedunta01,29,BUF,D,7,85,77,52.5,8.4,63,57,52.5,5.8,2.2,95.6,97.7,59.5,40.5,14:41,13:10,0,4,-1.8,20,40.0
228,Eric Fehr\fehrer01,32,TOR,C,4,19,22,46.3,-7.6,16,17,48.5,-3.8,10.0,85.7,95.7,20.0,80.0,10:56,6:18,2,2,0.2,5,80.0
229,Micheal Ferland\ferlami01,25,CGY,LW,44,583,550,51.5,-1.1,434,430,50.2,-2.2,9.9,93.6,103.5,54.2,45.8,15:27,13:12,20,19,1.7,177,54.8
230,Landon Ferraro\ferrala01,26,MIN,C,2,6,10,37.5,-6.3,5,10,33.3,-9.1,20.0,100.0,120.0,50.0,50.0,4:25,4:24,0,0,-0.3,3,100.0
231,Kevin Fiala\fialake01,21,NSH,LW,43,602,508,54.2,6.5,454,377,54.6,6.9,7.6,91.7,99.3,59.9,40.1,15:09,12:39,24,27,6.0,207,49.3
232,Valtteri Filppula\filppva01,33,PHI,C,45,526,635,45.3,-5.4,387,459,45.7,-4.5,7.3,94.1,101.4,47.0,53.0,17:16,13:59,14,19,-1.8,84,58.3
233,Giovanni Fiore\fioregi01,21,ANA,LW,1,4,7,36.4,-17.2,4,5,44.4,-6.5,0.0,80.0,80.0,50.0,50.0,7:53,6:30,0,1,-0.3,1,0.0
234,Christian Fischer\fischch01,20,ARI,RW,45,571,589,49.2,2.0,424,453,48.3,2.2,6.3,89.1,95.4,43.8,56.2,15:03,12:38,9,7,4.2,144,63.9
235,Haydn Fleury\fleurha01,21,CAR,D,36,557,548,50.4,-6.1,391,413,48.6,-7.4,5.9,94.4,100.3,59.8,40.2,16:26,15:24,8,19,-3.0,93,47.3
236,Marcus Foligno\foligma01,26,MIN,LW,43,383,426,47.3,1.0,292,308,48.7,1.4,8.4,90.3,98.8,49.8,50.2,11:24,10:56,10,11,-1.1,69,63.8
237,Nick Foligno\foligni01,30,CBJ,LW,47,646,669,49.1,-2.7,490,491,49.9,-3.3,6.9,91.7,98.6,49.1,50.9,18:58,15:13,20,23,-1.1,132,65.9
238,Christian Folin\folinch01,26,LAK,D,31,417,388,51.8,1.5,317,285,52.7,2.9,6.9,91.0,97.9,54.2,45.8,15:10,14:08,2,16,2.1,49,44.9
239,Derek Forbort\forbode01,25,LAK,D,46,769,773,49.9,-0.4,575,579,49.8,0.6,7.7,93.6,101.3,45.5,54.5,21:12,18:09,10,59,-1.1,129,41.9
240,Alex Formenton\formeal01,18,OTT,LW,1,4,8,33.3,-11.6,3,7,30.0,-26.5,0.0,100.0,100.0,100.0,0.0,4:54,4:54,0,1,-0.1,0,
241,Filip Forsberg\forsbfi01,23,NSH,LW,37,546,495,52.4,4.5,416,388,51.7,3.3,9.7,92.9,102.6,53.2,46.8,18:05,14:01,27,42,0.3,184,51.1
242,Gustav Forsling\forslgu02,21,CHI,D,40,608,623,49.4,-6.5,417,488,46.1,-8.2,8.9,91.3,100.2,51.6,48.4,19:18,15:34,18,38,-2.7,158,50.6
243,Cam Fowler\fowleca01,26,ANA,D,35,566,667,45.9,-0.8,425,483,46.8,-1.2,7.3,91.2,98.5,43.8,56.2,24:09,18:47,11,25,-4.7,136,44.9
244,Cody Franson\fransco01,30,CHI,D,23,398,266,59.9,9.2,305,202,60.2,11.5,4.5,93.1,97.6,65.8,34.2,16:37,14:23,7,21,2.8,104,49.0
245,Tanner Fritz\fritzta01,26,NYI,C,5,32,48,40.0,-7.6,20,39,33.9,-11.0,7.1,84.4,91.5,62.1,37.9,9:00,8:36,0,0,-1.9,2,50.0
246,Martin Frk\frkma01,24,DET,RW,36,292,286,50.5,3.0,220,234,48.5,-0.2,7.2,90.2,97.4,58.1,41.9,11:02,8:43,6,8,-2.5,103,50.5
247,Byron Froese\froesby01,26,MTL,C,23,187,222,45.7,-4.9,123,149,45.2,-5.0,11.0,96.3,107.3,45.8,54.2,10:59,10:09,6,6,-2.6,44,47.7
248,Michael Frolik\frolimi01,29,CGY,RW,37,624,472,56.9,6.4,463,358,56.4,6.0,6.0,90.7,96.7,43.1,56.9,17:09,14:14,21,10,1.8,153,57.5
249,Marian Gaborik\gaborma01,35,LAK,RW,24,300,280,51.7,1.4,218,226,49.1,-0.4,11.5,94.7,106.2,60.0,40.0,14:42,12:45,11,9,0.3,97,49.5
250,Sam Gagner\gagnesa01,28,VAN,C,45,518,612,45.8,-2.9,394,458,46.2,-1.7,7.0,90.4,97.4,47.7,52.3,15:22,13:05,4,14,-5.2,150,60.7
251,Alex Galchenyuk\galchal01,23,MTL,LW,46,589,646,47.7,-4.6,417,488,46.1,-6.5,4.6,91.1,95.6,61.1,38.9,15:31,12:48,17,31,-8.3,217,56.2
252,Brendan Gallagher\gallabr01,25,MTL,RW,46,698,599,53.8,3.8,513,433,54.2,4.8,5.8,91.1,96.9,47.2,52.8,15:17,13:09,19,13,5.2,250,59.2
253,Jake Gardiner\gardija01,27,TOR,D,47,945,924,50.6,0.9,666,721,48.0,-0.7,8.9,92.0,100.9,50.6,49.4,22:56,19:60,19,59,7.0,177,40.1
254,Jason Garrison\garrija01,33,VEG,D,4,64,82,43.8,-7.0,41,58,41.4,-9.9,10.0,87.8,97.8,49.0,51.0,18:54,15:42,1,5,-1.8,11,45.5
255,Frederick Gaudreau\gaudrfr01,24,NSH,C,20,156,179,46.6,-3.6,109,138,44.1,-6.4,9.0,93.3,102.2,41.0,59.0,9:10,9:02,5,2,-3.5,32,43.8
256,Johnny Gaudreau\gaudrjo01,24,CGY,LW,45,741,642,53.6,2.2,557,517,51.9,0.4,12.0,92.3,104.2,57.1,42.9,19:02,15:34,23,47,6.6,224,57.1
257,Brendan Gaunce\gauncbr01,23,VAN,LW,28,257,330,43.8,-3.3,201,238,45.8,-0.4,5.5,95.8,101.3,14.0,86.0,14:04,12:05,14,16,-2.9,77,55.8
258,Frederik Gauthier\gauthfr01,22,TOR,C,7,36,60,37.5,-16.2,25,48,34.2,-16.0,4.8,88.6,93.3,26.3,73.7,8:40,7:04,3,3,-0.7,15,73.3
259,Ryan Getzlaf\getzlry01,32,ANA,C,23,372,372,50.0,2.5,279,268,51.0,2.0,14.6,88.8,103.4,45.7,54.3,20:54,17:01,14,22,2.2,92,48.9
260,Brian Gibbons\gibbobr02,29,NJD,LW,44,418,502,45.4,-3.0,324,367,46.9,-2.3,10.8,93.4,104.2,38.1,61.9,14:42,11:21,31,8,1.1,90,66.7
261,Mark Giordano\giordma01,34,CGY,D,45,973,753,56.4,7.0,729,577,55.8,6.9,8.1,91.9,100.0,50.5,49.5,24:25,18:38,26,32,8.2,257,45.1
262,Samuel Girard\girarsa01,19,TOT,D,35,450,472,48.8,-0.7,319,342,48.3,-1.3,9.0,90.6,99.6,61.1,38.9,17:06,14:30,9,14,-1.9,86,44.2
263,Dan Girardi\girarda01,33,TBL,D,43,593,605,49.5,-3.5,460,438,51.2,-0.9,9.7,94.2,104.0,46.5,53.5,16:38,14:04,9,12,2.2,90,51.1
264,Zemgus Girgensons\girgeze01,24,BUF,C,40,355,400,47.0,-1.1,265,315,45.7,-2.4,7.5,91.1,98.6,48.8,51.2,12:44,11:08,9,4,-0.7,87,66.7
265,Claude Giroux\giroucl01,30,PHI,C,45,731,644,53.2,5.9,542,486,52.7,5.5,10.8,90.5,101.3,44.3,55.7,20:25,15:56,21,26,2.6,185,48.6
266,Tanner Glass\glassta01,34,CGY,LW,7,50,72,41.0,-8.0,38,54,41.3,-7.0,0.0,94.3,94.3,33.3,66.7,9:37,8:20,1,0,-0.8,9,55.6
267,Luke Glendening\glendlu01,28,DET,RW,34,289,340,45.9,-3.7,237,237,50.0,0.5,4.9,89.5,94.4,34.0,66.0,13:31,10:44,10,5,-3.5,63,76.2
268,Nikolay Goldobin\goldoni01,22,VAN,RW,14,144,165,46.6,-0.1,103,131,44.0,-3.3,7.2,88.0,95.2,65.6,34.4,12:01,10:54,0,4,-4.4,31,48.4
269,Alex Goligoski\goligal01,32,ARI,D,47,858,1018,45.7,-3.0,642,780,45.1,-2.3,6.8,90.2,96.9,42.1,57.9,23:08,19:35,9,41,-8.1,161,43.5
270,Barclay Goodrow\goodrba01,24,SJS,RW,15,149,140,51.6,0.2,103,100,50.7,-0.4,9.5,90.1,99.6,57.1,42.9,10:58,9:59,5,5,-0.2,33,57.6
271,Josh Gorges\gorgejo01,33,BUF,D,21,185,258,41.8,-8.0,141,200,41.3,-7.1,8.1,94.0,102.0,38.3,61.7,14:50,12:37,2,2,-2.8,22,31.8
272,Shayne Gostisbehere\gostish01,24,PHI,D,41,647,629,50.7,2.3,480,470,50.5,2.1,8.7,91.8,100.5,59.8,40.2,20:54,16:55,11,29,-0.8,254,48.0
273,Tyrell Goulbourne\goulbty01,24,PHI,LW,4,12,20,37.5,-13.5,10,18,35.7,-15.4,12.5,90.9,103.4,57.1,42.9,4:49,4:49,1,0,-0.6,1,0.0
274,Yanni Gourde\gourdya01,26,TBL,C,45,559,515,52.0,-0.3,403,383,51.3,-1.1,10.8,94.0,104.7,46.3,53.7,16:13,12:37,27,23,3.7,130,57.7
275,Michael Grabner\grabnmi01,30,NYR,RW,46,528,621,46.0,-1.1,412,464,47.0,-0.5,10.3,95.0,105.3,43.1,56.9,14:34,12:29,26,23,1.6,167,62.3
276,Markus Granlund\granlma01,24,VAN,C,44,472,556,45.9,-3.0,349,433,44.6,-4.2,5.6,91.7,97.3,41.0,59.0,16:22,12:54,18,8,-8.4,134,63.4
277,Mikael Granlund\granlmi01,25,MIN,RW,41,544,522,51.0,6.7,419,391,51.7,6.0,8.9,91.0,99.9,42.7,57.3,19:18,14:17,16,15,8.3,193,55.4
278,Derek Grant\grantde01,27,ANA,C,42,401,456,46.8,0.6,301,340,47.0,0.7,8.6,92.5,101.1,51.2,48.8,12:10,10:25,15,9,-2.8,76,55.3
279,Tyler Graovac\graovty01,24,WSH,C,5,14,41,25.5,-27.5,10,36,21.7,-28.8,0.0,88.0,88.0,26.7,73.3,6:44,6:36,3,0,-1.6,2,50.0
280,Kevin Gravel\graveke01,25,LAK,D,7,79,85,48.2,-6.9,64,62,50.8,-0.8,8.5,85.7,94.2,56.4,43.6,12:42,12:22,0,3,0.3,18,61.1
281,Mike Green\greenmi03,32,DET,D,44,760,860,46.9,-2.1,594,649,47.8,-1.9,7.7,93.2,101.0,54.1,45.9,22:35,19:55,23,55,-6.0,204,44.1
282,Andy Greene\greenan01,35,NJD,D,43,606,816,42.6,-8.2,469,584,44.5,-6.5,9.4,91.3,100.7,34.5,65.5,21:20,17:33,15,21,1.1,100,49.0
283,A.J. Greer\greeraj01,21,COL,LW,11,53,93,36.3,-8.5,42,74,36.2,-8.1,9.1,96.2,105.3,45.1,54.9,7:47,7:32,2,2,-1.0,11,81.8
284,Seth Griffith\griffse01,25,BUF,C,18,148,140,51.4,3.8,101,111,47.6,0.4,2.6,92.9,95.6,62.3,37.7,10:35,10:05,1,4,-0.7,19,73.7
285,Rocco Grimaldi\grimaro01,24,COL,C,6,47,80,37.0,-5.6,35,57,38.0,-1.6,18.5,87.8,106.3,34.4,65.6,9:39,9:30,5,3,0.0,9,77.8
286,Eric Gryba\grybaer01,29,EDM,D,21,305,248,55.2,1.7,227,179,55.9,2.5,9.1,89.7,98.9,57.5,42.5,14:47,13:10,9,11,0.4,57,33.3
287,Matt Grzelcyk\grzelma01,24,BOS,D,26,386,280,58.0,6.3,301,205,59.5,8.4,10.1,93.1,103.2,58.9,41.1,16:03,14:27,8,12,6.1,80,43.8
288,Radko Gudas\gudasra01,27,PHI,D,33,458,398,53.5,4.3,335,295,53.2,3.9,7.0,93.0,100.0,53.0,47.0,16:13,14:11,2,27,1.7,120,55.8
289,Erik Gudbranson\gudbrer01,26,VAN,D,32,383,508,43.0,-7.6,284,392,42.0,-8.6,6.7,94.6,101.2,44.4,55.6,17:44,15:33,3,20,-8.7,73,39.7
290,Jake Guentzel\guentja01,23,PIT,C,48,769,652,54.1,2.8,590,494,54.4,1.9,5.5,89.4,94.9,63.3,36.7,16:52,14:21,16,7,1.8,188,59.6
291,Brendan Guhle\guhlebr01,20,BUF,D,2,36,32,52.9,15.9,30,29,50.8,14.1,13.0,95.5,108.5,69.2,30.8,16:58,16:20,0,0,0.1,7,71.4
292,Carl Gunnarsson\gunnaca01,31,STL,D,41,484,566,46.1,-6.1,382,379,50.2,-3.2,9.1,95.6,104.7,41.2,58.8,15:49,14:27,5,11,2.3,63,49.2
