Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
472,Nate Wolters\woltena01,PG,26,UTA,5,19,-2.8,.167,.000,.000,5.9,6.2,6.1,7.3,0.0,0.0,0.0,14.4,,-0.1,0.0,-0.1,-0.169,,-10.3,-2.9,-13.2,-0.1
473,Brandan Wright\wrighbr03,PF,30,MEM,24,326,20.4,.595,.000,.330,11.0,19.4,15.2,4.6,1.9,6.8,5.6,15.0,,0.8,0.5,1.3,.188,,-1.0,2.6,1.6,0.3
474,Delon Wright\wrighde01,PG,25,TOR,31,666,17.8,.613,.332,.296,4.3,11.3,7.9,16.9,2.5,2.5,15.4,17.3,,1.4,0.9,2.3,.167,,1.9,1.9,3.8,1.0
475,Guerschon Yabusele\yabusgu01,PF,22,BOS,18,85,12.3,.556,.667,.074,13.1,18.9,16.0,9.0,0.0,1.0,15.2,17.3,,0.1,0.1,0.2,.128,,-0.2,-1.1,-1.3,0.0
476,Joe Young\youngjo01,PG,25,IND,28,254,14.2,.575,.323,.258,2.3,10.5,6.5,10.4,0.8,0.3,9.6,20.2,,0.4,0.1,0.5,.089,,-0.6,-3.4,-4.0,-0.1
477,Nick Young\youngni01,SG,32,GSW,44,634,11.4,.584,.677,.119,1.5,7.7,4.9,3.8,1.5,0.6,8.2,18.5,,0.4,0.5,0.9,.072,,0.4,-3.3,-2.9,-0.1
478,Thaddeus Young\youngth01,PF,29,IND,45,1457,14.4,.531,.243,.075,7.2,13.9,10.6,9.0,2.3,1.1,10.1,17.0,,1.4,1.4,2.8,.093,,0.5,0.8,1.3,1.2
479,Cody Zeller\zelleco01,C,25,CHO,19,378,16.0,.568,.011,.611,12.8,16.9,14.8,6.3,1.2,4.7,14.8,16.2,,0.6,0.5,1.2,.147,,-1.2,2.7,1.5,0.3
480,Tyler Zeller\zellety01,C,28,BRK,36,633,15.4,.589,.106,.271,9.2,19.6,14.3,6.8,0.6,2.2,13.1,18.0,,0.9,0.6,1.5,.113,,-1.8,0.1,-1.7,0.0
481,Paul Zipser\zipsepa01,SF,23,CHI,39,586,3.8,.414,.407,.099,1.6,16.9,9.0,7.4,1.3,0.9,16.3,15.1,,-1.1,0.4,-0.7,-0.057,,-6.6,-0.2,-6.8,-0.7
482,Ante Zizic\zizican01,C,21,CLE,12,41,13.1,.462,.000,.636,13.9,26.9,20.5,3.4,0.0,6.3,12.4,17.4,,0.0,0.0,0.1,.065,,-6.5,-0.8,-7.3,-0.1
483,Ivica Zubac\zubaciv01,C,20,LAL,12,47,2.3,.429,.000,.000,6.7,16.0,11.3,3.0,0.0,0.0,22.2,16.1,,-0.1,0.0,-0.1,-0.083,,-9.2,-3.0,-12.2,-0.1
